text,sentiment
طيب مانوع الكمامة الذي يصد الفيروسات حتى ننشرها والجميع يستفيد,pos
في ظل انتشار مرض في احب أن أنصح الجميع بارتداء الكمامة الطبية واستعمال معقم اليدين بشكل دائم خصوصا عند السلام او استعمال شيء عمومي انصحوا بها الجميع حتى نحد من خطورة المرض فالوقاية خير من العلاج أتمنى من الله أن تنتهي هذه الغمة بأسرع مايمكن,pos
اللهم لاتدع لنا في يوم الجمعه ذنبا إلا غفرته ولا مريضا إلا شفيته ولا ميتا إلا رحمته ولا دعاء إلا استجبته ولا تائبا إلا قبلته وأكثرو من الصلاة على النبي,pos
لا اعتقد ان ملك او حكومة المغرب ممكن ان يقبلو بزيارة النتن لانهم يعرفون الغضب الشعبي الذي سيجتاح المغرب جراء هذه الزيارة,neg
لاتوجد اي مشكلة وتشرفت بك,pos
ما أجمل الصباح عندما يخبرنا أن الأماني مهما تأجلت سيأتي فجرها لتشرق فاستبشروا وتفاءلوا صباحكم تفاؤل وأمل وسعادة,pos
الاستمرارية في الانتصارات مهمة وترفع معنويات اللاعبين الان وصلنا للنقطة وباقي عندنا ماتش مؤجل الا ربحناه غادي نوصلو نقطة في المركز الثاني والمتصدر بعيد علينا بثلاث نقاط الامال قائمة ان شاء الله في تحقيق لقب هذا الموسم ولازال الطريق طويل,pos
ان شاء الله يتم التوقيع معاه اجمل خبر سمعته هذا الصباح,pos
خصك تشوف الطبيب حيت اقدر تكون لاسمح الله عظمة الكتف تحركت من بلاصتها ويكون خصها تثبيت و اكيد الراحة ماتهملهاش حيت لاسمح ممكن تضاعف معاك مستقبلا,pos
و منكم نستفيد,pos
المهم يكون البديل المميز حيت البطولة خصها نفس طويييييل,pos
طبعا هو المتسبب في الخسارة بسبب قناعاته السيئة ودخل في تصادم مع لاعبين مهمين مثل بنحليب والحافيظي و مابيدي صفحة وطويت لكن كنت اود ان يجهزو البديل ومن بعد يستغنوا عن خدماته السفري و المباركي بلا اي خبرة او شواهد فنية,neg
غير مرحب بكم في الدول الإسلامية و من أشد الدول التي تكرهكم هذا الأمر لايتعلق بالإنسانية بل يتعلق بالمبدأ لأنهم يحترمون أوطانهم ولايريدون للنجاسة أن تدخلها ومن أنتم حتى تتكلمون عن الإنسانية تقتلون الأطفال والشيوخ والنساء رأينا انسانيتكم فلا داعي للتغني بالشعارات الفارغة,neg
ماشاء الله تبارك الله جمال حقيقي اجمل شيء الالوان وانتشار الأشرعة,pos
ربي يحفظك اخي كلامك شرف كبير لي وكل يرى الناس بعين طبعه والطيب من اصلك,pos
صباحك سعادة و نجاح وراحة بال,pos
شكرا ليك بزاف اخي عزيز حتى حسابك غني بالمعلومات القيمة و كنتشرف بمتابعتك,pos
الله يسلمك اخي العزيز,pos
ان بعض الظن اثم يا حسان,neu
الشكر لكم انتم على هذه المبادرة النبيلة التي اتمنى ان تحقق اهدافها المرجوة شكرا,pos
لكن وقت الجد يعرفون من اين تؤكل الكتف,pos
صباحك سعادة ونجاح صديقي العزيز,pos
لأن الكثير يحتاجون هذه المبادرة الخيرة اتمنى من الله يوفقكم اكثر و اكثر في فعل الخير ويجعله في ميزان حسناتكم كل التحية والاحترام,pos
من أجمل وأفصح وأبلغ ما قرأت سلمت أناملك,pos
اقبل بالمكان الذي أنت به تذكر أين كنت ولكن الأكثر أهمية أن تعلم المكان الذي تريد الذهاب إليه أتمنى لك بداية جميلة ويوم رائع,pos
لا لا بالعكس هكاك افضل من ناحية التكاليف المادية وفنفس الوقت عارفين الحسنية وبركان تبقى كل الاحتمالات واردة لكن ان شاء الله التاهل من نصيب الخضرا,pos
عموما هادي النتائج من الاتحاد الدولي للتاريخ والاحصاء يعني لا يمكن يكون فيها انحياز لأحد على احد و كما رأيت كل شيء محسوب بالنقاط,neu
بالتوفيق ان شاء الله و اتمنى تكتب في ميزان حسنات من يشارك في هذه الحملة الرائعة التي تدعو للخير,pos
ايييه للاسف,neg
صحيح عندك الحق,pos
امممممم صراحة واحد الموقف صعيب والتفكير في هادي اللحظة باش تقرر القرار الصحيح لكن اتوقع ان الاعتذار وترك القرار له في التواصل هو الحل الصائب,pos
وهادا القانون الاخرق مكاينش غير في المغرب,neg
اشكرك اختي نبيلة على كرم اخلاقك وكلامك الراقي واتشرف ان اكون في هذه القائمة مع اعلام تويتر في المغرب,pos
لاشكرا على واجب خويا,pos
هادا الحساب الجديد للاخ اسماعيل بعدما توقف حسابو القديم الدعم الدعم يامغاربة,pos
و نقولك وجهة نظري بصراحة فوزي لقجع من افضل الكفاءات في الكرة المغربية والانتفاضة الأخيرة كانت بسبب عمله واخلاصه لكن لايمكن ان يكون رئيسا لنادي في البطولة الاحترافية وهو رئيسا للجامعة الملكية,pos
انا معاكم تالموت,pos
الله يستر وصافي راه حتى انا خايف من هادا الشي حيت ديما فمراكش كتكون الاستفزازات وتبدا المشاكل,neg
هذا القرار الصائب نتمنى من الجامعة ان تستجيب,pos
من اجمل جزر العالم,pos
تعادل اخر بشق الانفس واخر الدقائق مع فريق غير منافس سياسة الترقيع لن تنفع اسي خاريدو,neg
انتشر بسبب انتشار الجهل,neg
مكنهضرش معاه غير كيعجبني نبين للجاهل المدعي لشيء انه لايفقه شيء فيما يدعي,neg
أشد أنواع الجهل عندما يكون مغلف بغلاف ديني وهو مشوها له,neg
نتمنى ليك سنة سعيدة عامرة بالنجاح و الانجازات باذن الله ويكون مستقبلك مشرق,pos
ان شاء الله سنة سعيدة وجميلة لكم وللجميع وربي يحفظكم,pos
ربي يجعل عام الابداع والامتاع والبطولات المحلية والاقليمية والقارية للرجاء العالمي,pos
شكرا للتوضيح اخي عادل لكن يبقى قانون غريب,pos
معبرة وحق الله,pos
الله الله قمة في الابداع تسلم الانامل اختي وشكرا بزاف على روحك الطيبة والاصيلة,pos
ربي يبارك فيك ويسعدك ختي الكريمة,pos
اللهم امين ختي ولك والجميع,pos
عاجبك الحال,pos
الحمد والشكر لك يارب على فضلك واحسانك اللهم تمم اللهم تمم,pos
متهور جدا,neg
حسبي الله ونعم الوكيل ربي ينتقم وياخد الحق من لي كان السبب فهادا الشي,neg
الله يصلح الحال,pos
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم,neg
من البداية مارتحتش ليه الحاسة السادسة صدقات واقيلا,neg
اعلام ديال الزبل الى الزبل,neg
ربي يحفظك لي و مايحرمني منك,pos
والشرف لهاد البلاد الكريمة يكون فيها شباب مخلصين بحالك ربي يرفع مقامك اكثر واكثر,pos
اللهم اميييين ولك مثله واكثر يارب ربي يبارك فيك يارب ه المهم انك شاركتيني الفرحة وهذا شرف كبير ليا,pos
